cod_ibge,state,population
2512606,PB,1964
2512705,PB,19579
2512721,PB,6099
2512747,PB,3607
2512754,PB,4529
2512762,PB,4519
2512788,PB,1985
2512804,PB,8609
2512903,PB,24154
2513000,PB,3980
2513109,PB,12145
2513158,PB,6557
2513208,PB,6585
2513307,PB,5887
2513356,PB,3596
2513406,PB,15401
2513505,PB,5159
2513604,PB,7024
2513653,PB,2690
2513703,PB,136851
2513802,PB,4573
2513851,PB,2519
2513901,PB,34215
2513927,PB,4540
2513943,PB,2601
2513968,PB,3120
2513984,PB,3363
2514008,PB,4296
2514107,PB,4423
2514206,PB,7679
2514305,PB,6279
2514404,PB,4635
2514453,PB,5969
2514503,PB,20163
2514552,PB,3842
2514602,PB,3566
2514651,PB,1806
2514701,PB,4145
2514800,PB,3711
2514909,PB,7721
2515005,PB,7180
2515104,PB,11845
2515203,PB,3496
2515302,PB,52697
2515401,PB,11084
2515500,PB,13707
2515609,PB,3121
2515708,PB,3100
2515807,PB,7020
2515906,PB,6093
2515930,PB,5044
2515971,PB,7795
2516003,PB,26376
2516102,PB,14987
2516151,PB,3567
2516201,PB,69554
2516300,PB,16957
2516409,PB,10967
2516508,PB,15276
2516607,PB,14661
2516706,PB,15191
2516755,PB,3066
2516805,PB,9482
2516904,PB,15382
2517001,PB,9913
2517100,PB,2820
2517209,PB,5358
2517407,PB,2245
2600054,PE,99364
2600104,PE,37017
2600203,PE,19411
2600302,PE,24644
2600401,PE,36371
2600500,PE,43087
2600609,PE,14517
2600708,PE,38267
2600807,PE,22896
2600906,PE,22726
2601003,PE,11045
2601052,PE,20268
2601102,PE,83757
2601201,PE,73667
2601300,PE,14224
2601409,PE,42438
2601508,PE,11992
2601607,PE,20670
2601706,PE,75986
2601805,PE,12637
2601904,PE,60549
2602001,PE,37816
2602100,PE,48214
2602209,PE,39025
2602308,PE,38044
2602407,PE,8973
2602506,PE,7465
2602605,PE,50138
2602704,PE,13085
2602803,PE,57696
2602902,PE,204653
2603009,PE,33856
2603108,PE,20209
2603207,PE,28500
2603306,PE,11055
2603405,PE,5736
2603454,PE,156361
2603504,PE,18583
2603603,PE,8493
2603702,PE,24762
2603801,PE,19991
2603900,PE,19440
2603926,PE,12805
2604007,PE,82685
2604106,PE,356128
2604155,PE,14274
2604205,PE,42343
2604304,PE,11695
2604403,PE,13396
2604502,PE,21525
2604601,PE,26186
2604700,PE,18098
2604809,PE,12560
2604908,PE,11559
2605004,PE,23977
2605103,PE,36753
2605152,PE,18692
2605202,PE,68281
2605301,PE,31790
2605400,PE,21958
2605459,PE,3016
2605509,PE,12057
2605608,PE,22567
2605707,PE,32483
2605806,PE,15328
2605905,PE,30709
2606002,PE,138642
2606101,PE,30425
2606200,PE,79249
2606309,PE,7417
2606408,PE,83241
2606507,PE,19100
2606606,PE,28985
2606705,PE,7735
2606804,PE,115398
2606903,PE,12175
2607000,PE,22801
2607109,PE,4542
2607208,PE,94533
2607307,PE,30447
2607406,PE,4858
2607505,PE,26314
2607604,PE,25789
2607653,PE,36320
2607703,PE,13638
2607752,PE,26338
2607802,PE,16859
2607901,PE,695956
2607950,PE,11634
2608008,PE,17026
2608057,PE,14703
2608107,PE,33485
2608206,PE,15989
2608255,PE,11334
2608305,PE,14712
2608404,PE,15284
2608453,PE,17847
2608503,PE,21338
2608602,PE,13033
2608701,PE,16218
2608750,PE,25294
2608800,PE,39888
2608909,PE,56140
2609006,PE,25214
2609105,PE,15820
2609154,PE,21047
2609204,PE,11433
2609303,PE,15270
2609402,PE,62119
2609501,PE,32280
2609600,PE,390771
2609709,PE,23768
2609808,PE,14794
2609907,PE,68776
2610004,PE,62832
2610103,PE,7761
2610202,PE,26417
2610301,PE,11449
2610400,PE,21383
2610509,PE,28889
2610608,PE,55942
2610707,PE,328353
2610806,PE,22505
2610905,PE,66881
2611002,PE,36108
2611101,PE,343219
2611200,PE,11268
2611309,PE,26960
2611408,PE,14798
2611507,PE,25831
2611533,PE,6802
2611606,PE,1633697
2611705,PE,20392
2611804,PE,47088
2611903,PE,23379
2612000,PE,10065
2612109,PE,10747
2612208,PE,60453
2612307,PE,15779
2612406,PE,25979
2612455,PE,15202
2612471,PE,12501
2612505,PE,105761
2612554,PE,14355
2612604,PE,41652
2612703,PE,14013
2612802,PE,11734
2612901,PE,15683
2613008,PE,58824
2613107,PE,37023
2613206,PE,22628
2613305,PE,21257
2613404,PE,20963
2613503,PE,33804
2613602,PE,33704
2613701,PE,112099
2613800,PE,17904
2613909,PE,85568
2614006,PE,19080
2614105,PE,35670
2614204,PE,45263
2614303,PE,11238
2614402,PE,5978
2614501,PE,64373
2614600,PE,28301
2614709,PE,12853
2614808,PE,25368
2614857,PE,23100
2615003,PE,28358
2615102,PE,7120
2615201,PE,10437
2615300,PE,53083
2615409,PE,44189
2615508,PE,13689
2615607,PE,30155
2615706,PE,15221
2615805,PE,26990
2615904,PE,8169
2616001,PE,18258
2616100,PE,9490
2616183,PE,7641
2616209,PE,20460
2616308,PE,32429
2616407,PE,137578
2616506,PE,14651
2700102,AL,20467
2700201,AL,17818
2700300,AL,234185
2700409,AL,47744
2700508,AL,16064
2700607,AL,8401
2700706,AL,18757
2700805,AL,4453
2700904,AL,6797
2701001,AL,27590
2701100,AL,10675
2701209,AL,10897
2701308,AL,21526
2701357,AL,7024
2701407,AL,57548
2701506,AL,9692
2701605,AL,17983
2701704,AL,17354
2701803,AL,9155
2701902,AL,7427
2702009,AL,10888
2702108,AL,21926
2702207,AL,5918
2702306,AL,57498
2702355,AL,24510
2702405,AL,52597
2702504,AL,11214
2702553,AL,18435
2702603,AL,22481
2702702,AL,4806
2702801,AL,12966
2702900,AL,41279
2703007,AL,15840
2703106,AL,26022
2703205,AL,24793
2703304,AL,18652
2703403,AL,5356
2703502,AL,7135
2703601,AL,8453
2703700,AL,5676
2703759,AL,11782
2703809,AL,24280
2703908,AL,4231
2704005,AL,25093
2704104,AL,18175
2704203,AL,28953
2704302,AL,1029129
2704401,AL,20200
2704500,AL,32940
2704609,AL,9418
2704708,AL,52260
2704807,AL,13514
2704906,AL,3579
2705002,AL,25589
2705101,AL,25012
2705200,AL,17988
2705309,AL,5413
2705408,AL,7260
2705507,AL,28579
2705606,AL,12821
2705705,AL,21767
2705804,AL,9459
2705903,AL,5195
2706000,AL,11772
2706109,AL,11635
2706208,AL,5066
2706307,AL,74208
2706406,AL,24792
2706422,AL,10684
2706448,AL,13252
2706505,AL,15461
2706604,AL,7679
2706703,AL,64497
2706802,AL,18074
2706901,AL,35552
2707008,AL,2953
2707107,AL,25298
2707206,AL,14575
2707305,AL,27501
2707404,AL,7965
2707503,AL,20327
2707602,AL,11496
2707701,AL,76019
2707800,AL,6774
2707909,AL,7386
2708006,AL,48232
2708105,AL,10899
2708204,AL,7058
2708303,AL,24226
2708402,AL,32626
2708501,AL,34961
2708600,AL,61827
2708709,AL,8022
2708808,AL,34551
2708907,AL,13949
2708956,AL,14036
2709004,AL,6270
2709103,AL,20205
2709152,AL,44666
2709202,AL,28070
2709301,AL,66477
2709400,AL,26143
2800100,SE,2390
2800209,SE,21589
2800308,SE,650106
2800407,SE,10362
2800506,SE,18489
2800605,SE,29807
2800670,SE,26961
2800704,SE,8322
2801009,SE,18111
2801108,SE,4058
2801207,SE,29372
2801306,SE,34050
2801405,SE,21842
2801504,SE,16275
2801603,SE,5933
2801702,SE,18270
2801900,SE,4012
2802007,SE,5058
2802106,SE,69278
2802205,SE,5616
2802304,SE,15349
2802403,SE,11736
2802502,SE,3315
2802601,SE,5870
2802700,SE,8611
2802809,SE,17810
2802908,SE,95196
2803005,SE,41961
2803104,SE,4988
2803203,SE,34101
2803302,SE,18656
2803401,SE,13238
2803500,SE,104099
2803609,SE,29700
2803708,SE,6920
2803807,SE,3693
2803906,SE,12691
2804003,SE,17297
2804102,SE,11438
2804201,SE,15177
2804300,SE,7683
2804409,SE,18953
2804458,SE,8869
2804508,SE,36613
2804607,SE,26624
2804706,SE,6530
2804805,SE,181928
2804904,SE,14420
2805000,SE,3254
2805109,SE,9594
2805208,SE,6556
2805307,SE,9241
2805406,SE,34529
2805505,SE,23740
2805604,SE,28735
2805703,SE,29834
2805802,SE,20014
2805901,SE,10196
2806008,SE,18641
2806107,SE,10699
2806206,SE,20168
2806305,SE,14034
2806404,SE,7751
2806503,SE,3938
2806602,SE,12146
2806701,SE,89232
2806800,SE,11133
2806909,SE,3983
2807006,SE,3943
2807105,SE,40838
2807204,SE,8851
2807303,SE,3221
2807402,SE,52156
2807501,SE,13208
2807600,SE,25114
2900108,BA,9199
2900207,BA,20189
2900306,BA,15727
2900355,BA,17349
2900405,BA,17508
2900504,BA,11212
2900603,BA,4725
2900702,BA,155979
2900801,BA,23376
2900900,BA,5985
2901007,BA,38259
2901106,BA,26409
2901155,BA,16798
2901205,BA,19568
2901304,BA,13737
2901353,BA,15490
2901403,BA,14690
2901502,BA,11481
2901601,BA,19569
2901700,BA,12208
2901809,BA,12072
2901908,BA,18334
2901957,BA,7730
2902005,BA,13962
2902054,BA,12608
2902104,BA,55935
2902203,BA,11703
2902252,BA,11661
2902302,BA,9171
2902401,BA,12706
2902500,BA,14323
2902609,BA,21403
2902658,BA,13765
2902708,BA,54915
2902807,BA,22082
2902906,BA,34121
2903003,BA,14560
2903102,BA,6258
2903201,BA,157638
2903235,BA,15217
2903276,BA,16296
2903300,BA,6251
2903409,BA,24013
2903508,BA,18247
2903607,BA,16653
2903706,BA,14069
2903805,BA,19502
2903904,BA,70618
2903953,BA,10477
2904001,BA,14760
2904050,BA,17131
2904100,BA,22464
2904209,BA,10898
2904308,BA,15122
2904407,BA,10833
2904506,BA,10974
2904605,BA,69677
2904704,BA,19256
2904753,BA,21786
2904803,BA,7841
2904852,BA,19312
2904902,BA,35139
2905008,BA,23817
2905107,BA,10058
2905156,BA,16106
2905206,BA,52853
2905305,BA,19006
2905404,BA,18224
2905503,BA,13713
2905602,BA,33310
2905701,BA,296893
2905800,BA,36644
2905909,BA,30048
2906006,BA,73448
2906105,BA,10151
2906204,BA,26862
2906303,BA,33002
2906402,BA,8837
2906501,BA,89707
2906600,BA,14792
2906709,BA,26674
2906808,BA,36191
2906824,BA,17316
2906857,BA,12199
2906873,BA,31392
2906899,BA,9773
2906907,BA,22740
2907004,BA,9544
2907103,BA,30118
2907202,BA,73382
2907301,BA,27238
2907400,BA,3669
2907509,BA,56459
2907558,BA,9764
2907608,BA,17969
2907707,BA,11591
2907806,BA,34676
2907905,BA,17739
2908002,BA,19022
2908101,BA,19498
2908200,BA,23024
2908309,BA,18229
2908408,BA,68303
2908507,BA,33876
2908606,BA,26371
2908705,BA,18191
2908804,BA,4299
2908903,BA,23896
2909000,BA,8904
2909109,BA,14933
2909208,BA,16814
2909307,BA,33361
2909406,BA,14414
2909505,BA,5576
2909604,BA,21835
2909703,BA,14403
2909802,BA,64932
2909901,BA,35524
2910008,BA,11716
2910057,BA,80657
2910107,BA,12604
2910206,BA,4212
2910305,BA,8461
2910404,BA,19376
2910503,BA,43223
2910602,BA,37845
2910701,BA,61924
2910727,BA,115290
2910750,BA,18443
2910776,BA,5922
2910800,BA,627477
2910859,BA,17176
2910909,BA,5822
2911006,BA,11244
2911105,BA,25912
2911204,BA,33234
2911253,BA,4725
2911303,BA,11639
2911402,BA,15840
2911501,BA,7848
2911600,BA,21495
2911659,BA,8081
2911709,BA,86808
2911808,BA,22154
2911857,BA,13718
2911907,BA,25884
2912004,BA,10183
2912103,BA,23529
2912202,BA,19786
2912301,BA,16796
2912400,BA,18678
2912509,BA,15413
2912608,BA,4214
2912707,BA,24293
2912806,BA,8852
2912905,BA,17221
2913002,BA,16855
2913101,BA,17948
2913200,BA,27862
2913309,BA,6437
2913408,BA,16283
2913457,BA,14187
2913507,BA,27939
2913606,BA,176341
2913705,BA,40453
2913804,BA,15499
2913903,BA,47704
2914000,BA,62631
2914109,BA,10157
2914208,BA,7521
2914307,BA,9901
2914406,BA,25536
2914505,BA,29879
2914604,BA,74483
2914653,BA,31422
2914703,BA,66806
2914802,BA,221046
2914901,BA,28382
2915007,BA,16586
2915106,BA,13199
2915205,BA,15577
2915304,BA,7291
2915353,BA,14718
2915403,BA,7218
2915502,BA,21642
2915601,BA,67356
2915700,BA,8476
2915809,BA,24901
2915908,BA,6730
2916005,BA,20501
2916104,BA,22866
2916203,BA,9830
2916302,BA,10830
2916401,BA,77533
2916500,BA,36211
2916609,BA,10799
2916708,BA,8592
2916807,BA,20314
2916856,BA,14957
2916906,BA,13254
2917003,BA,37567
2917102,BA,21241
2917201,BA,19577
2917300,BA,29428
2917334,BA,11399
2917359,BA,9056
2917409,BA,15459
2917508,BA,83635
2917607,BA,56033
2917706,BA,34499
2917805,BA,19036
2917904,BA,11120
2918001,BA,162209
2918100,BA,41605
2918209,BA,15106
2918308,BA,12692
2918357,BA,25646
2918407,BA,221773
2918456,BA,9924
2918506,BA,16006
2918555,BA,6275
2918605,BA,7066
2918704,BA,3975
2918753,BA,16029
2918803,BA,24306
2918902,BA,4068
2919009,BA,4017
2919058,BA,8886
2919108,BA,9007
2919157,BA,28244
2919207,BA,197636
2919306,BA,11636
2919405,BA,12969
2919504,BA,46739
2919553,BA,83557
2919603,BA,11879
2919702,BA,19110
2919801,BA,50987
2919900,BA,8266
2919926,BA,21007
2919959,BA,4456
2920007,BA,10274
2920106,BA,19695
2920205,BA,17526
2920304,BA,8856
2920403,BA,14251
2920452,BA,13959
2920502,BA,23018
2920601,BA,46260
2920700,BA,21313
2920809,BA,10931
2920908,BA,14728
2921005,BA,46998
2921054,BA,12488
2921104,BA,23586
2921203,BA,27520
2921302,BA,11585
2921401,BA,18729
2921450,BA,9578
2921500,BA,51953
2921609,BA,8950
2921708,BA,36856
2921807,BA,12529
2921906,BA,9957
2922003,BA,42072
2922052,BA,11988
2922102,BA,27364
2922201,BA,7678
2922250,BA,11644
2922300,BA,30631
2922409,BA,22998
2922508,BA,29546
2922607,BA,14368
2922656,BA,13597
2922706,BA,17141
2922730,BA,8119
2922755,BA,6986
2922805,BA,8428
2922854,BA,9500
2922904,BA,25460
2923001,BA,44052
2923035,BA,12514
2923050,BA,16037
2923100,BA,29227
2923209,BA,22805
2923308,BA,8916
2923357,BA,18025
2923407,BA,22553
2923506,BA,9250
2923605,BA,22286
2923704,BA,32967
2923803,BA,30075
2923902,BA,10673
2924009,BA,120706
2924058,BA,14226
2924108,BA,7527
2924207,BA,18209
2924306,BA,18267
2924405,BA,35740
2924504,BA,16889
2924603,BA,21171
2924652,BA,11012
2924678,BA,10411
2924702,BA,11849
2924801,BA,25211
2924900,BA,9582
2925006,BA,26915
2925105,BA,48861
2925204,BA,39718
2925253,BA,15830
2925303,BA,149324
2925402,BA,8438
2925501,BA,29326
2925600,BA,15734
2925709,BA,13334
2925758,BA,28082
2925808,BA,26552
2925907,BA,28632
2925931,BA,9411
2925956,BA,23562
2926004,BA,42672
2926103,BA,14730
2926202,BA,23313
2926301,BA,34784
2926400,BA,36439
2926509,BA,15443
2926608,BA,54965
2926657,BA,7437
2926707,BA,13712
2926806,BA,15804
2926905,BA,12130
2927002,BA,41767
2927101,BA,9405
2927200,BA,32009
2927309,BA,15772
2927408,BA,2953986
2927507,BA,21415
2927606,BA,14976
2927705,BA,28552
2927804,BA,6698
2927903,BA,11161
2928000,BA,38422
2928059,BA,13398
2928109,BA,41769
2928208,BA,27492
2928307,BA,9263
2928406,BA,29146
2928505,BA,10682
2928604,BA,61961
2928703,BA,103342
2928802,BA,53898
2928901,BA,33661
2928950,BA,9404
2929008,BA,15310
2929057,BA,15825
2929107,BA,21964
2929206,BA,40220
2929255,BA,19613
2929305,BA,38018
2929354,BA,6045
2929370,BA,10784
2929404,BA,12092
2929503,BA,45827
2929602,BA,18114
2929701,BA,20429
2929750,BA,12380
2929800,BA,13385
2929909,BA,45568
2930006,BA,11696
2930105,BA,81218
2930154,BA,32991
2930204,BA,41891
2930303,BA,18320
2930402,BA,16036
2930501,BA,83088
2930600,BA,13832
2930709,BA,136050
2930758,BA,13437
2930766,BA,11283
2930774,BA,23713
2930808,BA,17503
2930907,BA,13057
2931004,BA,21315
2931053,BA,17884
2931103,BA,8232
2931202,BA,21462
2931301,BA,17845
2931350,BA,161690
2931400,BA,7936
2931509,BA,23378
2931608,BA,15357
2931707,BA,13536
2931806,BA,17700
2931905,BA,52540
2932002,BA,25773
2932101,BA,20800
2932200,BA,20489
2932309,BA,27527
2932408,BA,14474
2932457,BA,19522
2932507,BA,21331
2932606,BA,17356
2932705,BA,21711
2932804,BA,19780
2932903,BA,98749
2933000,BA,28743
2933059,BA,14662
2933109,BA,9449
2933158,BA,13454
2933174,BA,9375
2933208,BA,43640
2933257,BA,6620
2933307,BA,348718
2933406,BA,9753
2933455,BA,12935
2933505,BA,22365
2933604,BA,48365
3100104,MG,7059
3100203,MG,23611
3100302,MG,13733
3100401,MG,4065
3100500,MG,9997
3100609,MG,14370
3100708,MG,2058
3100807,MG,4440
3100906,MG,19416
3101003,MG,13576
3101102,MG,25711
3101201,MG,6209
3101300,MG,2752
3101409,MG,3046
3101508,MG,35866
3101607,MG,79707
3101631,MG,6775
3101706,MG,41794
3101805,MG,7515
3101904,MG,19846
3102001,MG,14551
3102050,MG,5791
3102100,MG,11693
3102209,MG,4199
3102308,MG,15599
3102407,MG,3673
3102506,MG,4924
3102605,MG,40706
3102704,MG,9479
3102803,MG,12507
3102852,MG,8541
3102902,MG,11608
3103009,MG,9637
3103108,MG,1664
3103207,MG,2368
3103306,MG,2111
3103405,MG,37361
3103504,MG,117445
3103603,MG,2873
3103702,MG,8544
3103751,MG,6774
3103801,MG,2883
3103900,MG,8996
3104007,MG,104283
3104106,MG,10578
3104205,MG,39811
3104304,MG,14956
3104403,MG,2859
3104452,MG,5192
3104502,MG,18243
3104601,MG,14118
3104700,MG,13762
3104809,MG,5023
3104908,MG,19315
3105004,MG,8051
3105103,MG,24018
3105202,MG,4984
3105301,MG,5739
3105400,MG,31968
3105509,MG,5648
3105608,MG,136689
3105707,MG,5624
3105905,MG,20882
3106002,MG,10416
3106101,MG,3503
3106200,MG,2523794
3106309,MG,26158
3106408,MG,7841
3106507,MG,12360
3106606,MG,4678
3106655,MG,4720
3106705,MG,427146
3106804,MG,3613
3106903,MG,14545
3107000,MG,2619
3107109,MG,40530
3107208,MG,5185
3107307,MG,50168
3107406,MG,50042
3107505,MG,6644
3107604,MG,4203
3107703,MG,6018
3107802,MG,15459
3107901,MG,10775
3108008,MG,17907
3108107,MG,7020
3108206,MG,5764
3108255,MG,10951
3108305,MG,19055
3108404,MG,15322
3108503,MG,6540
3108552,MG,16105
3108602,MG,32732
3108701,MG,4550
3108800,MG,5003
3108909,MG,14889
3109006,MG,38863
3109105,MG,11233
3109204,MG,10594
3109253,MG,4146
3109303,MG,24689
3109402,MG,28335
3109451,MG,6940
3109501,MG,14330
3109600,MG,3710
3109709,MG,11646
3109808,MG,2691
3109907,MG,11399
3110004,MG,44377
3110103,MG,5440
3110202,MG,4108
3110301,MG,14529
3110400,MG,3064
3110509,MG,22057
3110608,MG,29165
3110707,MG,13053
3110806,MG,3757
3110905,MG,16627
3111002,MG,21440
3111101,MG,20079
3111150,MG,3863
3111200,MG,54458
3111309,MG,11878
3111408,MG,7886
3111507,MG,15387
3111606,MG,29057
3111705,MG,4699
3111804,MG,12117
3111903,MG,5735
3112000,MG,15147
3112059,MG,4517
3112109,MG,5489
3112208,MG,4805
3112307,MG,37867
3112406,MG,7152
3112505,MG,9678
3112604,MG,16250
3112653,MG,5405
3112703,MG,15237
3112802,MG,8682
3112901,MG,9431
3113008,MG,23781
3113107,MG,3299
3113206,MG,25376
3113305,MG,33559
3113404,MG,91841
3113503,MG,9544
3113602,MG,6757
3113701,MG,19750
3113800,MG,2629
3113909,MG,12350
3114006,MG,11559
3114105,MG,14822
3114204,MG,22136
3114303,MG,30861
3114402,MG,21458
3114501,MG,18995
3114550,MG,10072
3114600,MG,4110
3114709,MG,3581
3114808,MG,4617
3114907,MG,2309
3115003,MG,3071
3115102,MG,18057
3115201,MG,4050
3115300,MG,75025
3115359,MG,5316
3115409,MG,3666
3115458,MG,6612
3115474,MG,5151
3115508,MG,22208
3115607,MG,1209
3115706,MG,7112
3115805,MG,10622
3115904,MG,3101
3116001,MG,5823
3116100,MG,15675
3116159,MG,12971
3116209,MG,2789
3116308,MG,6868
3116407,MG,4847
3116506,MG,7819
3116605,MG,28287
3116704,MG,7559
3116803,MG,9146
3116902,MG,3138
3117009,MG,7599
3117108,MG,10374
3117207,MG,2858
3117306,MG,26818
3117405,MG,4644
3117504,MG,18126
3117603,MG,5515
3117702,MG,13724
3117801,MG,11467
3117836,MG,7624
3117876,MG,6608
3117900,MG,11706
3118007,MG,53843
3118106,MG,5134
3118205,MG,6960
3118304,MG,127369
3118403,MG,23240
3118502,MG,1810
3118601,MG,658580
3118700,MG,9432
3118809,MG,27052
3118908,MG,9029
3119005,MG,3587
3119104,MG,24384
3119203,MG,10339
3119302,MG,28508
3119401,MG,110326
3119500,MG,9411
3119609,MG,3125
3119708,MG,3471
3119807,MG,3359
3119906,MG,3804
3119955,MG,6295
3120003,MG,2970
3120102,MG,4444
3120151,MG,6631
3120201,MG,12564
3120300,MG,6042
3120409,MG,5225
3120508,MG,10482
3120607,MG,5057
3120706,MG,4174
3120805,MG,15497
3120839,MG,4995
3120870,MG,7623
3120904,MG,79878
3121001,MG,5471
3121100,MG,8205
3121209,MG,7186
3121258,MG,9904
3121308,MG,5047
3121407,MG,7334
3121506,MG,3015
3121605,MG,48230
3121704,MG,3913
3121803,MG,8287
3121902,MG,3455
3122009,MG,20133
3122108,MG,5086
3122207,MG,7559
3122306,MG,234937
3122355,MG,6625
3122405,MG,6068
3122454,MG,10547
3122470,MG,3818
3122504,MG,5247
3122603,MG,4602
3122702,MG,5351
3122801,MG,3072
3122900,MG,6527
3123007,MG,10093
3123106,MG,5316
3123205,MG,13923
3123304,MG,4437
3123403,MG,1533
3123502,MG,1930
3123528,MG,7884
3123601,MG,27730
3123700,MG,11098
3123809,MG,7377
3123858,MG,5443
3123908,MG,15292
3124005,MG,19015
3124104,MG,69010
3124203,MG,24805
3124302,MG,32214
3124401,MG,4712
3124500,MG,11449
3124609,MG,2448
3124708,MG,3590
3124807,MG,7981
3124906,MG,11285
3125002,MG,3952
3125101,MG,34344
3125200,MG,2426
3125309,MG,3371
3125408,MG,5012
3125507,MG,3205
3125606,MG,7431
3125705,MG,15273
3125804,MG,3369
3125903,MG,10432
3125952,MG,11039
3126000,MG,7343
3126109,MG,68423
3126208,MG,9294
3126307,MG,4407
3126406,MG,2932
3126505,MG,10557
3126604,MG,5215
3126703,MG,26428
3126752,MG,5672
3126802,MG,6024
3126901,MG,9597
3126950,MG,3510
3127008,MG,17072
3127057,MG,4733
3127073,MG,5709
3127107,MG,58770
3127206,MG,4277
3127305,MG,7034
3127339,MG,5246
3127354,MG,3160
3127370,MG,3328
3127388,MG,3952
3127404,MG,4410
3127503,MG,6223
3127602,MG,12064
3127701,MG,280901
3127800,MG,15931
3127909,MG,1418
3128006,MG,34054
3128105,MG,14460
3128204,MG,10542
3128253,MG,5001
3128303,MG,19378
3128402,MG,9047
3128501,MG,3938
3128600,MG,6736
3128709,MG,52294
3128808,MG,7300
3128907,MG,7956
3129004,MG,8714
3129103,MG,5959
3129202,MG,6561
3129301,MG,10962
3129400,MG,5150
3129509,MG,25100
3129608,MG,8400
3129657,MG,6165
3129707,MG,13575
3129806,MG,177475
3129905,MG,3536
3130002,MG,3018
3130051,MG,11835
3130101,MG,41127
3130200,MG,10547
3130309,MG,8172
3130408,MG,6460
3130507,MG,12358
3130556,MG,6899
3130606,MG,7356
3130655,MG,7524
3130705,MG,6806
3130804,MG,2785
3130903,MG,24792
3131000,MG,6240
3131109,MG,7489
3131158,MG,18375
3131208,MG,19736
3131307,MG,261203
3131406,MG,4285
3131505,MG,10125
3131604,MG,6969
3131703,MG,119285
3131802,MG,11498
3131901,MG,50816
3132008,MG,5374
3132107,MG,18443
3132206,MG,13329
3132305,MG,12725
3132404,MG,97000
3132503,MG,34661
3132602,MG,4362
3132701,MG,23637
3132800,MG,2207
3132909,MG,10501
3133006,MG,15391
3133105,MG,15290
3133204,MG,12394
3133303,MG,21559
3133402,MG,15041
3133501,MG,22158
3133600,MG,9618
3133709,MG,10979
3133758,MG,16082
3133808,MG,92696
3133907,MG,5690
3134004,MG,15147
3134103,MG,6120
3134202,MG,104526
3134301,MG,6213
3134400,MG,38484
3134509,MG,3926
3134608,MG,19545
3134707,MG,12561
3134806,MG,7809
3134905,MG,25453
3135001,MG,3158
3135050,MG,37939
3135076,MG,5414
3135100,MG,71653
3135209,MG,68584
3135308,MG,4308
3135357,MG,8683
3135407,MG,5209
3135456,MG,7672
3135506,MG,12859
3135605,MG,7890
3135704,MG,5319
3135803,MG,25560
3135902,MG,4898
3136009,MG,15634
3136108,MG,4996
3136207,MG,79590
3136306,MG,48751
3136405,MG,4669
3136504,MG,10901
3136520,MG,4631
3136553,MG,4894
3136579,MG,4877
3136603,MG,5804
3136652,MG,25874
3136702,MG,563769
3136801,MG,4358
3136900,MG,10341
3136959,MG,5860
3137007,MG,18152
3137106,MG,7795
3137205,MG,51204
3137304,MG,4248
3137403,MG,13056
3137502,MG,18175
3137536,MG,9440
3137601,MG,61752
3137700,MG,20301
3137809,MG,20870
3137908,MG,3498
3138005,MG,6852
3138104,MG,6664
3138203,MG,102124
3138302,MG,3300
3138351,MG,4998
3138401,MG,53354
3138500,MG,5296
3138609,MG,16910
3138625,MG,7487
3138658,MG,9044
3138674,MG,6409
3138682,MG,6756
3138708,MG,5572
3138807,MG,18400
3138906,MG,7237
3139003,MG,41920
3139102,MG,5153
3139201,MG,19157
3139250,MG,6624
3139300,MG,19372
3139409,MG,88580
3139508,MG,22784
3139607,MG,28132
3139706,MG,7876
3139805,MG,12743
3139904,MG,14488
3140001,MG,59857
3140100,MG,4254
3140159,MG,14988
3140209,MG,2979
3140308,MG,4129
3140407,MG,2900
3140506,MG,13436
3140530,MG,8172
3140555,MG,8539
3140605,MG,4619
3140704,MG,30678
3140803,MG,14449
3140852,MG,10999
3140902,MG,18914
3141009,MG,12849
3141108,MG,37344
3141207,MG,3846
3141306,MG,3765
3141405,MG,21409
3141504,MG,6564
3141603,MG,10868
3141702,MG,5911
3141801,MG,32009
3141900,MG,3970
3142007,MG,13726
3142106,MG,10837
3142205,MG,14946
3142254,MG,4885
3142304,MG,4957
3142403,MG,7525
3142502,MG,2327
3142601,MG,8711
3142700,MG,15603
3142809,MG,21095
3142908,MG,21783
3143005,MG,13453
3143104,MG,48248
3143153,MG,4936
3143203,MG,21949
3143302,MG,402027
3143401,MG,23444
3143450,MG,8168
3143500,MG,8860
3143609,MG,2595
3143708,MG,3339
3143807,MG,6261
3143906,MG,108537
3144003,MG,27528
3144102,MG,21026
3144201,MG,3274
3144300,MG,41787
3144359,MG,6930
3144375,MG,3382
3144409,MG,4820
3144508,MG,8583
3144607,MG,27053
3144656,MG,10375
3144672,MG,3465
3144706,MG,17994
3144805,MG,92178
3144904,MG,3757
3145000,MG,14934
3145059,MG,7648
3145109,MG,16645
3145208,MG,94681
3145307,MG,31884
3145356,MG,10869
3145372,MG,5308
3145406,MG,1873
3145455,MG,5943
3145505,MG,2763
3145604,MG,41907
3145703,MG,2182
3145802,MG,3192
3145851,MG,4710
3145877,MG,7949
3145901,MG,38935
3146008,MG,33716
3146107,MG,74659
3146206,MG,6110
3146255,MG,6338
3146305,MG,20177
3146404,MG,4650
3146503,MG,8391
3146552,MG,6184
3146602,MG,1577
3146701,MG,6753
3146750,MG,6161
3146909,MG,15516
3147006,MG,92386
3147105,MG,92739
